Código,Nome empresa,cd2,link Bovespa,Nome completo empresa,Link trading view,Link google,Segmento empresa,SETOR,SUBSETOR,SEGMENTO
HOOT3,HOTEIS OTHON,HOOT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6700,HOTEIS OTHON S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-HOOT3,https://www.google.com/search?q=HOTEIS OTHON Hotelaria,Hotelaria,Consumo Cíclico,Hoteis e Restaurantes,Hotelaria
HOOT4,HOTEIS OTHON,HOOT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6700,HOTEIS OTHON S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-HOOT4,https://www.google.com/search?q=HOTEIS OTHON Hotelaria,Hotelaria,Consumo Cíclico,Hoteis e Restaurantes,Hotelaria
HYPE3,HYPERA,HYPE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21431,HYPERA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-HYPE3,https://www.google.com/search?q=HYPERA Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
IGBR3,IGB S/A,IGBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6815,IGB ELETRÔNICA S/A,https://br.tradingview.com/symbols/BMFBOVESPA-IGBR3,https://www.google.com/search?q=IGB S/A Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
IGSN3,IGUA SA,IGSN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23175,IGUA SANEAMENTO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-IGSN3,https://www.google.com/search?q=IGUA SA Água e Saneamento,Água e Saneamento,Utilidade Pública,Água e Saneamento,Água e Saneamento
IGTA3,IGUATEMI,IGTA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20494,IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,https://br.tradingview.com/symbols/BMFBOVESPA-IGTA3,https://www.google.com/search?q=IGUATEMI Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
INEP3,INEPAR,INEP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=7595,INEPAR S.A. INDUSTRIA E CONSTRUCOES,https://br.tradingview.com/symbols/BMFBOVESPA-INEP3,https://www.google.com/search?q=INEPAR Máq. e Equip. Industriais,Máq. e Equip. Industriais,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
INEP4,INEPAR,INEP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=7595&idioma=pt-br,INEPAR S.A. INDUSTRIA E CONSTRUCOES,https://br.tradingview.com/symbols/BMFBOVESPA-INEP4,https://www.google.com/search?q=INEPAR Máq. e Equip. Industriais,Máq. e Equip. Industriais,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
INNT3,INTER SA,INNT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24279,INTER CONSTRUTORA E INCORPORADORA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-INNT3,https://www.google.com/search?q=INTER SA Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
INTB3,INTELBRAS,INTB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25453&idioma=pt-br,INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA,https://br.tradingview.com/symbols/BMFBOVESPA-INTB3,https://www.google.com/search?q=INTELBRAS Telecomunicações,Telecomunicações,Comunicações,Telecomunicações,Telecomunicações
IRBR3,IRBBRASIL RE,IRBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24180,IRB - BRASIL RESSEGUROS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-IRBR3,https://www.google.com/search?q=IRBBRASIL RE Seguradoras,Seguradoras,Financeiro,Previdência e Seguros,Seguradoras
ITSA3,ITAUSA,ITSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=7617,ITAUSA INVESTIMENTOS ITAU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ITSA3,https://www.google.com/search?q=ITAUSA Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
ITSA4,ITAUSA,ITSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=7617,ITAUSA INVESTIMENTOS ITAU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ITSA4,https://www.google.com/search?q=ITAUSA Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
ITUB3,ITAUUNIBANCO,ITUB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19348,ITAU UNIBANCO HOLDING S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ITUB3,https://www.google.com/search?q=ITAUUNIBANCO Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
ITUB4,ITAUUNIBANCO,ITUB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19348,ITAU UNIBANCO HOLDING S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ITUB4,https://www.google.com/search?q=ITAUUNIBANCO Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
IVPR3B,INVEPAR,IVPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18775,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,https://br.tradingview.com/symbols/BMFBOVESPA-IVPR3B,https://www.google.com/search?q=INVEPAR Serviços de Apoio e Armazenagem,Serviços de Apoio e Armazenagem,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
IVPR4B,INVEPAR,IVPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18775,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,https://br.tradingview.com/symbols/BMFBOVESPA-IVPR4B,https://www.google.com/search?q=INVEPAR Serviços de Apoio e Armazenagem,Serviços de Apoio e Armazenagem,Bens Industriais,Transporte,Serviços de Apoio e Armazenagem
JALL3,JALLESMACHAD,JALL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25496&idioma=pt-br,JALLES MACHADO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JALL3,https://www.google.com/search?q=JALLESMACHAD Açucar e Alcool,Açucar e Alcool,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool
JBDU3,J B DUARTE,JBDU,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12319,INDUSTRIAS J B DUARTE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JBDU3,https://www.google.com/search?q=J B DUARTE Outros,Outros,Outros,Outros,Outros
JBDU4,J B DUARTE,JBDU,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12319,INDUSTRIAS J B DUARTE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JBDU4,https://www.google.com/search?q=J B DUARTE Outros,Outros,Outros,Outros,Outros
JBSS3,JBS,JBSS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20575,JBS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JBSS3,https://www.google.com/search?q=JBS Carnes e Derivados,Carnes e Derivados,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
JFEN3,JOAO FORTES,JFEN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=7811,JOAO FORTES ENGENHARIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JFEN3,https://www.google.com/search?q=JOAO FORTES Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
JHSF3,JHSF PART,JHSF,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20605,JHSF PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JHSF3,https://www.google.com/search?q=JHSF PART Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
JOPA3,JOSAPAR,JOPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13285,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,https://br.tradingview.com/symbols/BMFBOVESPA-JOPA3,https://www.google.com/search?q=JOSAPAR Alimentos Diversos,Alimentos Diversos,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
JOPA4,JOSAPAR,JOPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13285,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,https://br.tradingview.com/symbols/BMFBOVESPA-JOPA4,https://www.google.com/search?q=JOSAPAR Alimentos Diversos,Alimentos Diversos,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
JPSA3,JEREISSATI,JPSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8672,JEREISSATI PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JPSA3,https://www.google.com/search?q=JEREISSATI Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
JSLG3,JSL,JSLG,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22020,JSL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-JSLG3,https://www.google.com/search?q=JSL Transporte Rodoviário,Transporte Rodoviário,Bens Industriais,Transporte,Transporte Rodoviário
KEPL3,KEPLER WEBER,KEPL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=7870,KEPLER WEBER S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-KEPL3,https://www.google.com/search?q=KEPLER WEBER Máq. e Equip. Industriais,Máq. e Equip. Industriais,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
KLBN11,KLABIN S/A,KLBN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12653,KLABIN S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-KLBN11,https://www.google.com/search?q=KLABIN S/A Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
KLBN3,KLABIN S/A,KLBN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12653,KLABIN S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-KLBN3,https://www.google.com/search?q=KLABIN S/A Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
KLBN4,KLABIN S/A,KLBN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=12653,KLABIN S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-KLBN4,https://www.google.com/search?q=KLABIN S/A Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
LAME3,LOJAS AMERIC,LAME,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8087,LOJAS AMERICANAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LAME3,https://www.google.com/search?q=LOJAS AMERIC Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
LAME4,LOJAS AMERIC,LAME,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8087,LOJAS AMERICANAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LAME4,https://www.google.com/search?q=LOJAS AMERIC Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
LAVV3,LAVVI,LAVV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25062&idioma=pt-br,Lavvi Empreendimentos Imobiliarios SA,https://br.tradingview.com/symbols/BMFBOVESPA-LAVV3,https://www.google.com/search?q=LAVVI Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
LCAM3,LOCAMERICA,LCAM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22691,CIA LOCAÇÃO DAS AMÉRICAS,https://br.tradingview.com/symbols/BMFBOVESPA-LCAM3,https://www.google.com/search?q=LOCAMERICA Aluguel de carros,Aluguel de carros,Consumo Cíclico,Diversos,Aluguel de carros
LEVE3,METAL LEVE,LEVE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8575,MAHLE-METAL LEVE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LEVE3,https://www.google.com/search?q=METAL LEVE Automóveis e Motocicletas,Automóveis e Motocicletas,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
LIGT3,LIGHT S/A,LIGT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19879,LIGHT S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LIGT3,https://www.google.com/search?q=LIGHT S/A Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
LINX3,LINX,LINX,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23035,LINX S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LINX3,https://www.google.com/search?q=LINX Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
LIPR3,ELETROPAR,LIPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15784,ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR,https://br.tradingview.com/symbols/BMFBOVESPA-LIPR3,https://www.google.com/search?q=ELETROPAR Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
LJQQ3,QUERO-QUERO,LJQQ,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25038&idioma=pt-br,LOJAS QUERO-QUERO S/A,https://br.tradingview.com/symbols/BMFBOVESPA-LJQQ3,https://www.google.com/search?q=QUERO-QUERO Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
LMED3,LIFEMED,LMED,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24872&idioma=pt-br,LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LMED3,https://www.google.com/search?q=LIFEMED Equipamentos,Equipamentos,Saúde,Equipamentos,Equipamentos
LOGG3,LOG COM PROP,LOGG,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23272,LOG COMMERCIAL PROPERTIES,https://br.tradingview.com/symbols/BMFBOVESPA-LOGG3,https://www.google.com/search?q=LOG COM PROP Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
LOGN3,LOG-IN,LOGN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20710,LOG-IN LOGISTICA INTERMODAL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LOGN3,https://www.google.com/search?q=LOG-IN Transporte Hidroviário,Transporte Hidroviário,Bens Industriais,Transporte,Transporte Hidroviário
LPSB3,LOPES BRASIL,LPSB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20370,LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LPSB3,https://www.google.com/search?q=LOPES BRASIL Intermediação Imobiliária,Intermediação Imobiliária,Financeiro,Exploração de Imóveis,Intermediação Imobiliária
LREN3,LOJAS RENNER,LREN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8133,LOJAS RENNER S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LREN3,"https://www.google.com/search?q=LOJAS RENNER Tecidos, Vestuário e Calçados","Tecidos, Vestuário e Calçados",Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados"
LTEL3B,LITEL,LTEL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15091,LITEL PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LTEL3B,https://www.google.com/search?q=LITEL Minerais Metálicos,Minerais Metálicos,Materiais Básicos,Mineração,Minerais Metálicos
LTLA3B,LITELA,LTLA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24759&idioma=pt-br,LITELA PARTICIPAÇÕES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LTLA3B,https://www.google.com/search?q=LITELA Minerais Metálicos,Minerais Metálicos,Materiais Básicos,Mineração,Minerais Metálicos
LUPA3,LUPATECH,LUPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20060,LUPATECH S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LUPA3,https://www.google.com/search?q=LUPATECH Equipamentos e Serviços,Equipamentos e Serviços,"Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços
LUXM3,TREVISA,LUXM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8192,TREVISA INVESTIMENTOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LUXM3,https://www.google.com/search?q=TREVISA Transporte Hidroviário,Transporte Hidroviário,Bens Industriais,Transporte,Transporte Hidroviário
LUXM4,TREVISA,LUXM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8192,TREVISA INVESTIMENTOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LUXM4,https://www.google.com/search?q=TREVISA Transporte Hidroviário,Transporte Hidroviário,Bens Industriais,Transporte,Transporte Hidroviário
LWSA3,LOCAWEB,LWSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24910&idioma=pt-br,LOCAWEB SERVIÇOS DE INTERNET S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-LWSA3,https://www.google.com/search?q=LOCAWEB Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
MAPT3,CEMEPE,MAPT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13854,CEMEPE INVESTIMENTOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MAPT3,https://www.google.com/search?q=CEMEPE Outros,Outros,Outros,Outros,Outros
MAPT4,CEMEPE,MAPT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13854,CEMEPE INVESTIMENTOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MAPT4,https://www.google.com/search?q=CEMEPE Outros,Outros,Outros,Outros,Outros
MBLY3,MOBLY,MBLY,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25461&idioma=pt-br,Mobly S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MBLY3,https://www.google.com/search?q=MOBLY Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
MDIA3,M.DIASBRANCO,MDIA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20338,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,https://br.tradingview.com/symbols/BMFBOVESPA-MDIA3,https://www.google.com/search?q=M.DIASBRANCO Alimentos Diversos,Alimentos Diversos,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
MDNE3,MOURA DUBEUX,MDNE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21067&idioma=pt-br,MOURA DUBEUX ENGENHARIA S/A,https://br.tradingview.com/symbols/BMFBOVESPA-MDNE3,https://www.google.com/search?q=MOURA DUBEUX Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
MEAL3,IMC S/A,MEAL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25070&idioma=pt-br,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MEAL3,https://www.google.com/search?q=IMC S/A Restaurante e Similares,Restaurante e Similares,Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares
MELK3,MELNICK,MELK,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25119&idioma=pt-br,MELNICK EVEN DESENVOLVIMENTO IMOBILIÁRIO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MELK3,https://www.google.com/search?q=MELNICK Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
MERC4,MERC FINANC,MERC,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8540,MERCANTIL BRASIL FINANC S.A. C.F.I.,https://br.tradingview.com/symbols/BMFBOVESPA-MERC4,https://www.google.com/search?q=MERC FINANC Soc. Crédito e Financiamento,Soc. Crédito e Financiamento,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento
MGEL3,MANGELS INDL,MGEL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8397,MANGELS INDUSTRIAL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MGEL3,https://www.google.com/search?q=MANGELS INDL Artefatos de Ferro e Aço,Artefatos de Ferro e Aço,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
MGEL4,MANGELS INDL,MGEL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8397,MANGELS INDUSTRIAL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MGEL4,https://www.google.com/search?q=MANGELS INDL Artefatos de Ferro e Aço,Artefatos de Ferro e Aço,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
MGLU3,MAGAZ LUIZA,MGLU,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22470,MAGAZINE LUIZA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MGLU3,https://www.google.com/search?q=MAGAZ LUIZA Eletrodomésticos,Eletrodomésticos,Consumo Cíclico,Comércio,Eletrodomésticos
MILS3,MILLS,MILS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22012,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MILS3,https://www.google.com/search?q=MILLS Serviços Diversos,Serviços Diversos,Bens Industriais,Construção e Engenharia,Serviços Diversos
MMAQ3,MINASMAQUINA,MMAQ,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8818,MINASMAQUINAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MMAQ3,https://www.google.com/search?q=MINASMAQUINA Material de Transporte,Material de Transporte,Bens Industriais,Comércio,Material de Transporte
MMAQ4,MINASMAQUINA,MMAQ,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8818,MINASMAQUINAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MMAQ4,https://www.google.com/search?q=MINASMAQUINA Material de Transporte,Material de Transporte,Bens Industriais,Comércio,Material de Transporte
MMXM3,MMX MINER,MMXM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17914,MMX MINERACAO E METALICOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MMXM3,https://www.google.com/search?q=MMX MINER Minerais Metálicos,Minerais Metálicos,Materiais Básicos,Mineração,Minerais Metálicos
MNDL3,MUNDIAL,MNDL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5312,MUNDIAL S.A. - PRODUTOS DE CONSUMO,https://br.tradingview.com/symbols/BMFBOVESPA-MNDL3,https://www.google.com/search?q=MUNDIAL Acessórios,Acessórios,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Acessórios
MNPR3,MINUPAR,MNPR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13765,MINUPAR PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MNPR3,https://www.google.com/search?q=MINUPAR Carnes e Derivados,Carnes e Derivados,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
MNZC3B,MENEZES CORT,MNZC,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18538,TERMINAL GARAGEM MENEZES CORTES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MNZC3B,https://www.google.com/search?q=MENEZES CORT Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
